location,size,total_sqft,bath,price,bhk,price_per_sqft
Pattandur Agrahara,2 BHK,900,2,42,2,4666.67
Pattandur Agrahara,2 BHK,1302,2,66,2,5069.12
Pattandur Agrahara,3 BHK,1550,2,80,3,5161.29
Pattandur Agrahara,2 BHK,1247,2,62.35,2,5000
Pattandur Agrahara,2 BHK,1350,2,68,2,5037.04
Poorna Pragna Layout,2 BHK,920,2,39.55,2,4298.91
Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.14
Poorna Pragna Layout,2 BHK,965,2,48,2,4974.09
Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.14
Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.14
Poorna Pragna Layout,2 BHK,960,2,50,2,5208.33
Prithvi Layout,4 Bedroom,2028,4,162,4,7988.17
Prithvi Layout,2 BHK,1352,2,87.5,2,6471.89
Prithvi Layout,2 BHK,1190,2,68,2,5714.29
Prithvi Layout,2 BHK,1352,2,85,2,6286.98
Prithvi Layout,2 BHK,1352,2,75,2,5547.34
Prithvi Layout,3 Bedroom,2273,4,220,3,9678.84
Prithvi Layout,2 BHK,1352,3,93,2,6878.7
Prithvi Layout,3 Bedroom,2273,4,192,3,8446.99
Prithvi Layout,2 BHK,1352,2,72,2,5325.44
R.T. Nagar,2 Bedroom,1200,2,120,2,10000
R.T. Nagar,2 BHK,1040,2,46,2,4423.08
R.T. Nagar,2 BHK,1200,2,45,2,3750
R.T. Nagar,2 BHK,1235,2,65,2,5263.16
R.T. Nagar,3 Bedroom,1140,3,130,3,11403.51
R.T. Nagar,2 BHK,970,2,55,2,5670.1
R.T. Nagar,3 BHK,1560,3,125,3,8012.82
R.T. Nagar,2 BHK,1200,2,60,2,5000
R.T. Nagar,3 Bedroom,1200,3,140,3,11666.67
R.T. Nagar,2 Bedroom,1100,3,125,2,11363.64
R.T. Nagar,2 BHK,1150,2,72,2,6260.87
R.T. Nagar,4 Bedroom,1500,4,185,4,12333.33
R.T. Nagar,9 Bedroom,3600,8,165,9,4583.33
R.T. Nagar,2 BHK,1080,2,48,2,4444.44
R.T. Nagar,2 BHK,1325,2,52,2,3924.53
R.T. Nagar,3 Bedroom,1300,3,145,3,11153.85
R.T. Nagar,2 BHK,1100,2,85,2,7727.27
R.T. Nagar,3 BHK,1667,3,130,3,7798.44
Rachenahalli,2 BHK,1050,2,52.07,2,4959.05
Rachenahalli,2 BHK,1050,2,55.5,2,5285.71
Rachenahalli,2 BHK,1050,2,53.5,2,5095.24
Rachenahalli,2 BHK,1220,2,59.5,2,4877.05
Rachenahalli,2 BHK,1050,2,52.5,2,5000
Rachenahalli,2 BHK,1050,2,52.1,2,4961.9
Rachenahalli,2 BHK,1050,2,53.5,2,5095.24
Rachenahalli,2 BHK,1113,2,55,2,4941.6
Rachenahalli,4 BHK,3657,5,220,4,6015.86
Rachenahalli,1 BHK,680,1,32.64,1,4800
Rachenahalli,1 RK,412.5,1,19.8,1,4800
Rachenahalli,2 BHK,1050,2,52.5,2,5000
Rachenahalli,1 BHK,690,1,39.8,1,5768.12
Rachenahalli,2 BHK,1050,2,47.25,2,4500
Rachenahalli,2 BHK,1050,2,55.5,2,5285.71
Rachenahalli,2 BHK,985,2,49.97,2,5073.1
Rachenahalli,2 BHK,1050,2,52.5,2,5000
Rachenahalli,2 BHK,1050,2,52.08,2,4960
Rachenahalli,2 BHK,1050,2,52.07,2,4959.05
Rachenahalli,2 BHK,1050,2,52.08,2,4960
Rachenahalli,2 BHK,985,2,49.97,2,5073.1
Rachenahalli,3 BHK,1856,3,106,3,5711.21
Rachenahalli,2 BHK,1050,2,52.5,2,5000
Rachenahalli,2 BHK,985,2,50.17,2,5093.4
Rachenahalli,3 BHK,2600,3,160,3,6153.85
Rachenahalli,2 BHK,985,2,50.17,2,5093.4
Rachenahalli,2 BHK,1050,2,52.71,2,5020
Raja Rajeshwari Nagar,2 BHK,1295,2,43.9,2,3389.96
Raja Rajeshwari Nagar,2 BHK,1145,2,45.79,2,3999.13
Raja Rajeshwari Nagar,2 BHK,1419,2,48.1,2,3389.71
Raja Rajeshwari Nagar,2 BHK,1295,2,55.47,2,4283.4
Raja Rajeshwari Nagar,2 BHK,1133,2,49.07,2,4330.98
Raja Rajeshwari Nagar,2 BHK,1090,2,42,2,3853.21
Raja Rajeshwari Nagar,2 BHK,1260,2,67.39,2,5348.41
Raja Rajeshwari Nagar,2 BHK,1141,2,38.55,2,3378.62
Raja Rajeshwari Nagar,2 BHK,1140,2,49.39,2,4332.46
Raja Rajeshwari Nagar,2 BHK,1303,2,55.79,2,4281.66
Raja Rajeshwari Nagar,1 BHK,600,1,22,1,3666.67
Raja Rajeshwari Nagar,3 BHK,1278,2,53.76,3,4206.57
Raja Rajeshwari Nagar,1 BHK,500,1,25,1,5000
Raja Rajeshwari Nagar,2 BHK,1143,2,38.65,2,3381.45
Raja Rajeshwari Nagar,3 BHK,1610,3,74,3,4596.27
Raja Rajeshwari Nagar,2 BHK,1105,2,65,2,5882.35
Raja Rajeshwari Nagar,2 BHK,1258,2,63.53,2,5050.08
Raja Rajeshwari Nagar,2 BHK,1128,2,38.24,2,3390.07
Raja Rajeshwari Nagar,2 BHK,1157,2,53.8,2,4649.96
Raja Rajeshwari Nagar,2 BHK,1185,2,47.39,2,3999.16
Raja Rajeshwari Nagar,2 BHK,1030,2,50,2,4854.37
Raja Rajeshwari Nagar,2 BHK,1144,2,38.55,2,3369.76
Raja Rajeshwari Nagar,2 BHK,1196,2,51.51,2,4306.86
Raja Rajeshwari Nagar,3 BHK,1570,3,88,3,5605.1
Raja Rajeshwari Nagar,2 BHK,1168,2,61,2,5222.6
Raja Rajeshwari Nagar,2 BHK,1306,2,55.91,2,4281.01
Raja Rajeshwari Nagar,3 BHK,1608,3,67.98,3,4227.61
Raja Rajeshwari Nagar,3 BHK,1575,2,78,3,4952.38
Raja Rajeshwari Nagar,2 BHK,1200,2,35,2,2916.67
Raja Rajeshwari Nagar,2 BHK,1151,2,39.02,2,3390.1
Raja Rajeshwari Nagar,3 BHK,1570,2,65,3,4140.13
Raja Rajeshwari Nagar,2 BHK,1196,2,51.15,2,4276.76
Raja Rajeshwari Nagar,2 BHK,1419,2,48,2,3382.66
Raja Rajeshwari Nagar,2 BHK,1295,2,70,2,5405.41
Raja Rajeshwari Nagar,1 BHK,648,1,31.75,1,4899.69
Raja Rajeshwari Nagar,2 BHK,1100,2,55,2,5000
Raja Rajeshwari Nagar,2 BHK,1140,2,38.55,2,3381.58
Raja Rajeshwari Nagar,2 BHK,1090,2,43.59,2,3999.08
Raja Rajeshwari Nagar,2 BHK,1023,2,42,2,4105.57
Raja Rajeshwari Nagar,2 BHK,1070,2,50,2,4672.9
Raja Rajeshwari Nagar,8 Bedroom,4800,8,225,8,4687.5
Raja Rajeshwari Nagar,2 BHK,1128,2,48.79,2,4325.35
Raja Rajeshwari Nagar,2 BHK,1267,2,42.85,2,3382
Raja Rajeshwari Nagar,1 BHK,550,1,21,1,3818.18
Raja Rajeshwari Nagar,2 BHK,1120,2,37.95,2,3388.39
Raja Rajeshwari Nagar,2 BHK,1608,2,85,2,5286.07
Raja Rajeshwari Nagar,2 BHK,1210,2,45,2,3719.01
Raja Rajeshwari Nagar,2 BHK,1240,2,53.27,2,4295.97
Raja Rajeshwari Nagar,3 BHK,1395,2,72,3,5161.29
Raja Rajeshwari Nagar,2 BHK,1165,2,45,2,3862.66
Raja Rajeshwari Nagar,3 BHK,1288,2,70,3,5434.78
Raja Rajeshwari Nagar,2 BHK,1120,2,37.97,2,3390.18
Raja Rajeshwari Nagar,2 BHK,1140,2,38.65,2,3390.35
Raja Rajeshwari Nagar,2 BHK,1095,2,38.33,2,3500.46
Raja Rajeshwari Nagar,3 BHK,1420,2,60,3,4225.35
Raja Rajeshwari Nagar,2 BHK,1303,2,44.17,2,3389.87
Raja Rajeshwari Nagar,2 BHK,1185,2,40.17,2,3389.87
Raja Rajeshwari Nagar,2 BHK,1140,2,49.27,2,4321.93
Raja Rajeshwari Nagar,2 BHK,1095,2,38.33,2,3500.46
Raja Rajeshwari Nagar,2 BHK,1235,2,75,2,6072.87
Raja Rajeshwari Nagar,3 BHK,1280,3,57.6,3,4500
Raja Rajeshwari Nagar,2 BHK,1303,2,55.79,2,4281.66
Raja Rajeshwari Nagar,2 BHK,1162,2,65,2,5593.8
Raja Rajeshwari Nagar,2 BHK,1133,2,38.41,2,3390.11
Raja Rajeshwari Nagar,2 BHK,1151,2,49,2,4257.17
Raja Rajeshwari Nagar,2 BHK,1267,2,54.35,2,4289.66
Raja Rajeshwari Nagar,2 BHK,1100,2,50,2,4545.45
Raja Rajeshwari Nagar,2 BHK,1185,2,40.17,2,3389.87
Raja Rajeshwari Nagar,2 BHK,1306,2,44.17,2,3382.08
Raja Rajeshwari Nagar,2 BHK,1196,2,40.44,2,3381.27
Raja Rajeshwari Nagar,2 BHK,1178,2,75,2,6366.72
Raja Rajeshwari Nagar,2 BHK,1128,2,40,2,3546.1
Raja Rajeshwari Nagar,2 BHK,1151,2,39,2,3388.36
Raja Rajeshwari Nagar,3 BHK,1525,2,99.13,3,6500.33
Raja Rajeshwari Nagar,2 BHK,1060,2,48,2,4528.3
Raja Rajeshwari Nagar,6 Bedroom,3900,6,195,6,5000
Raja Rajeshwari Nagar,2 BHK,1128,2,48.79,2,4325.35
Raja Rajeshwari Nagar,2 BHK,1170,2,50,2,4273.5
Raja Rajeshwari Nagar,2 BHK,1185,2,51.15,2,4316.46
Raja Rajeshwari Nagar,2 BHK,1255,2,53.87,2,4292.43
Raja Rajeshwari Nagar,2 BHK,1419,2,60.42,2,4257.93
Raja Rajeshwari Nagar,3 BHK,1693,3,71.38,3,4216.18
Raja Rajeshwari Nagar,9 Bedroom,3600,9,240,9,6666.67
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,2,3389.63
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,2,3389.63
Raja Rajeshwari Nagar,2 BHK,1160,2,70,2,6034.48
Raja Rajeshwari Nagar,2 BHK,1133,2,38.37,2,3386.58
Raja Rajeshwari Nagar,2 BHK,1140,2,48.7,2,4271.93
Raja Rajeshwari Nagar,2 BHK,1140,2,38.65,2,3390.35
Raja Rajeshwari Nagar,2 BHK,1140,2,38.55,2,3381.58
Raja Rajeshwari Nagar,2 BHK,1295,2,55.47,2,4283.4
Raja Rajeshwari Nagar,2 BHK,1133,2,40,2,3530.45
Raja Rajeshwari Nagar,3 BHK,1550,3,86.8,3,5600
Raja Rajeshwari Nagar,2 BHK,1400,2,45,2,3214.29
Raja Rajeshwari Nagar,2 BHK,1110,2,52,2,4684.68
Raja Rajeshwari Nagar,3 BHK,1580,3,83.74,3,5300
Raja Rajeshwari Nagar,3 BHK,1640,3,86.8,3,5292.68
Raja Rajeshwari Nagar,2 BHK,1185,2,51.15,2,4316.46
Raja Rajeshwari Nagar,2 BHK,1295,2,43.9,2,3389.96
Raja Rajeshwari Nagar,3 BHK,1279,2,53.76,3,4203.28
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,2,3389.63
Raja Rajeshwari Nagar,2 BHK,1240,2,40.54,2,3269.35
Raja Rajeshwari Nagar,2 BHK,1090,2,57,2,5229.36
Raja Rajeshwari Nagar,2 BHK,1240,2,42.04,2,3390.32
Raja Rajeshwari Nagar,3 BHK,1757,3,98,3,5577.69
Raja Rajeshwari Nagar,3 BHK,1530,3,64,3,4183.01
Raja Rajeshwari Nagar,3 BHK,1587,3,73.8,3,4650.28
Raja Rajeshwari Nagar,2 BHK,1295,2,55.47,2,4283.4
Raja Rajeshwari Nagar,3 BHK,1450,2,67,3,4620.69
Raja Rajeshwari Nagar,2 BHK,1090,2,57,2,5229.36
Raja Rajeshwari Nagar,2 BHK,945,2,45,2,4761.9
Raja Rajeshwari Nagar,2 BHK,1303,2,55.78,2,4280.89
Raja Rajeshwari Nagar,8 Bedroom,3450,7,225,8,6521.74
Raja Rajeshwari Nagar,2 BHK,1419,2,48.1,2,3389.71
Raja Rajeshwari Nagar,3 BHK,1700,2,86,3,5058.82
Raja Rajeshwari Nagar,2 BHK,1270,2,62,2,4881.89
Raja Rajeshwari Nagar,2 BHK,1250,2,68,2,5440
Raja Rajeshwari Nagar,3 BHK,1260,2,62,3,4920.63
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,2,3389.63
Raja Rajeshwari Nagar,3 BHK,1580,2,66.85,3,4231.01
Raja Rajeshwari Nagar,2 BHK,1050,2,37,2,3523.81
Raja Rajeshwari Nagar,3 BHK,1021,3,59,3,5778.65
Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,2,3389.63
Raja Rajeshwari Nagar,3 BHK,1500,3,88,3,5866.67
Raja Rajeshwari Nagar,2 BHK,1168,2,66,2,5650.68
Raja Rajeshwari Nagar,3 BHK,1400,2,86,3,6142.86
Raja Rajeshwari Nagar,2 BHK,1157,2,65,2,5617.98
Raja Rajeshwari Nagar,2 BHK,1206,2,40.7,2,3374.79
Raja Rajeshwari Nagar,2 BHK,1000,2,50,2,5000
Raja Rajeshwari Nagar,3 BHK,1485,2,63,3,4242.42
Raja Rajeshwari Nagar,3 BHK,1335,2,56,3,4194.76
Raja Rajeshwari Nagar,2 BHK,1255,2,42.54,2,3389.64
Raja Rajeshwari Nagar,3 BHK,1530,3,64.86,3,4239.22
Raja Rajeshwari Nagar,3 BHK,1850,3,98,3,5297.3
Raja Rajeshwari Nagar,2 BHK,1140,2,44,2,3859.65
Raja Rajeshwari Nagar,8 Bedroom,6000,8,215,8,3583.33
Raja Rajeshwari Nagar,2 BHK,1140,2,39,2,3421.05
Raja Rajeshwari Nagar,1 BHK,510,1,22,1,4313.73
Raja Rajeshwari Nagar,2 BHK,1187,2,40.14,2,3381.63
Raja Rajeshwari Nagar,2 BHK,1141,2,60,2,5258.55
Rajaji Nagar,3 BHK,1640,3,229,3,13963.41
Rajaji Nagar,3 BHK,2390,3,415,3,17364.02
Rajaji Nagar,3 BHK,2390,3,410,3,17154.81
Rajaji Nagar,4 BHK,3516,4,540,4,15358.36
Rajaji Nagar,3 BHK,1640,3,223,3,13597.56
Rajaji Nagar,6 Bedroom,1800,4,324,6,18000
Rajaji Nagar,4 BHK,3526,4,558,4,15825.3
Rajaji Nagar,3 BHK,1800,3,260,3,14444.44
Rajaji Nagar,3 BHK,1640,3,241,3,14695.12
Rajaji Nagar,2 BHK,1370,2,170,2,12408.76
Rajaji Nagar,3 BHK,2409,3,360,3,14943.96
Rajaji Nagar,2 BHK,1718,3,288,2,16763.68
Rajaji Nagar,3 BHK,2386,3,334,3,13998.32
Rajaji Nagar,4 BHK,3436,6,500,4,14551.8
Rajaji Nagar,2 Bedroom,1200,2,150,2,12500
Rajaji Nagar,2 Bedroom,1160,1,163,2,14051.72
Rajaji Nagar,1 BHK,660,1,75,1,11363.64
Rajaji Nagar,2 BHK,1440,2,170,2,11805.56
Rajaji Nagar,3 BHK,2448,3,400,3,16339.87
Rajaji Nagar,2 BHK,1440,2,185,2,12847.22
Rajaji Nagar,3 BHK,1640,3,230,3,14024.39
Rajaji Nagar,3 BHK,1800,2,250,3,13888.89
Rajaji Nagar,4 BHK,3100,4,550,4,17741.94
Rajaji Nagar,4 BHK,3526,4,598,4,16959.73
Rajaji Nagar,2 BHK,1357,2,130,2,9579.96
Rajaji Nagar,3 BHK,2300,3,369,3,16043.48
Rajaji Nagar,3 BHK,2500,3,350,3,14000
Rajaji Nagar,3 BHK,2559,3,403,3,15748.34
Rajaji Nagar,2 BHK,1763,3,262,2,14861.03
Rajaji Nagar,3 BHK,2533,3,425,3,16778.52
Rajaji Nagar,2 BHK,1268,2,127,2,10015.77
Rajaji Nagar,3 BHK,1640,3,262,3,15975.61
Rajaji Nagar,2 Bedroom,1200,1,200,2,16666.67
Rajaji Nagar,3 BHK,2367,3,375,3,15842.84
Rajaji Nagar,4 Bedroom,2440,2,415,4,17008.2
Rajaji Nagar,3 BHK,1640,3,251,3,15304.88
Rajaji Nagar,3 BHK,1640,3,268,3,16341.46
Rajaji Nagar,3 BHK,2367,4,340,3,14364.17
Rajaji Nagar,5 BHK,3600,5,510,5,14166.67
Rajaji Nagar,4 Bedroom,1350,4,230,4,17037.04
Rajaji Nagar,5 Bedroom,2400,5,408,5,17000
Rajaji Nagar,3 BHK,2500,3,340,3,13600
Rajaji Nagar,3 BHK,2390,3,372,3,15564.85
Rajaji Nagar,3 BHK,2415,3,399,3,16521.74
Rajaji Nagar,2 BHK,1718,3,275,2,16006.98
Rajaji Nagar,2 BHK,1763,3,240,2,13613.16
Rajaji Nagar,3 BHK,2409,3,395,3,16396.85
Rajaji Nagar,2 Bedroom,1314,2,225,2,17123.29
Rajaji Nagar,2 BHK,1440,2,165,2,11458.33
Rajaji Nagar,3 BHK,1640,3,245,3,14939.02
Rajiv Nagar,3 BHK,1690,3,125,3,7396.45
Rajiv Nagar,2 BHK,1263,2,93.32,2,7388.76
Rajiv Nagar,4 BHK,2340,4,148,4,6324.79
Rajiv Nagar,4 BHK,2340,5,129,4,5512.82
Rajiv Nagar,2 BHK,1330,2,93,2,6992.48
Rajiv Nagar,4 BHK,2340,5,129,4,5512.82
Rajiv Nagar,2 BHK,1309,2,80,2,6111.54
Rajiv Nagar,4 BHK,2340,4,145,4,6196.58
Rajiv Nagar,4 BHK,2330,5,175,4,7510.73
Rajiv Nagar,4 BHK,2340,5,160,4,6837.61
Ramagondanahalli,2 BHK,1151,2,48.77,2,4237.19
Ramagondanahalli,2 BHK,1251,2,47,2,3756.99
Ramagondanahalli,2 BHK,1235,2,52.04,2,4213.77
Ramagondanahalli,3 BHK,1610,2,111,3,6894.41
Ramagondanahalli,1 Bedroom,540,1,30,1,5555.56
Ramagondanahalli,2 BHK,1235,2,46.8,2,3789.47
Ramagondanahalli,2 BHK,1215,2,51.26,2,4218.93
Ramagondanahalli,3 BHK,2257,4,157,3,6956.14
Ramagondanahalli,2 BHK,1251,2,47.4,2,3788.97
Ramagondanahalli,3 BHK,1610,2,115,3,7142.86
Ramagondanahalli,2 BHK,920,2,65,2,7065.22
Ramagondanahalli,2 BHK,1215,2,45.5,2,3744.86
Ramagondanahalli,2 BHK,1253,2,52.66,2,4202.71
Ramagondanahalli,2 BHK,1295,2,95,2,7335.91
Ramagondanahalli,2 BHK,1151,2,50.5,2,4387.49
Ramagondanahalli,2 BHK,1235,2,49.3,2,3991.9
Ramagondanahalli,3 BHK,2257,3,159,3,7044.75
Ramagondanahalli,2 BHK,1295,2,95,2,7335.91
Ramagondanahalli,3 BHK,1910,3,142,3,7434.55
Ramagondanahalli,2 BHK,1215,2,46.1,2,3794.24
Ramagondanahalli,2 BHK,1251,2,50,2,3996.8
Ramagondanahalli,3 BHK,1610,2,115,3,7142.86
Ramagondanahalli,2 BHK,1151,2,43.6,2,3788.01
Ramagondanahalli,2 BHK,1251,2,53,2,4236.61
Ramagondanahalli,2 Bedroom,845,2,45.82,2,5422.49
Ramagondanahalli,3 BHK,1910,3,150,3,7853.4
Ramagondanahalli,3 BHK,2040,3,114,3,5588.24
Ramagondanahalli,2 BHK,1251,2,46,2,3677.06
Ramagondanahalli,2 BHK,1151,2,46,2,3996.52
Ramagondanahalli,3 BHK,1610,2,112,3,6956.52
Ramagondanahalli,3 BHK,1610,2,115,3,7142.86
Ramagondanahalli,3 Bedroom,1200,3,56.1,3,4675
Ramagondanahalli,4 BHK,2787,5,220,4,7893.79
Ramagondanahalli,2 BHK,1125,2,75,2,6666.67
Ramagondanahalli,2 BHK,1151,2,42.5,2,3692.44
Ramagondanahalli,3 BHK,2257,3,155,3,6867.52
Ramagondanahalli,3 BHK,1500,3,100,3,6666.67
Ramagondanahalli,3 BHK,1910,3,131,3,6858.64
Ramamurthy Nagar,4 Bedroom,3700,4,225,4,6081.08
Ramamurthy Nagar,5 Bedroom,3500,5,150,5,4285.71
Ramamurthy Nagar,2 BHK,1050,2,37,2,3523.81
Ramamurthy Nagar,2 BHK,1040,2,50,2,4807.69
Ramamurthy Nagar,2 Bedroom,1200,3,72,2,6000
Ramamurthy Nagar,1 BHK,360,1,26,1,7222.22
Ramamurthy Nagar,2 BHK,950,2,50.79,2,5346.32
Ramamurthy Nagar,3 Bedroom,1200,2,66,3,5500
Ramamurthy Nagar,3 BHK,1525,3,100,3,6557.38
Ramamurthy Nagar,2 Bedroom,1200,2,80,2,6666.67
Ramamurthy Nagar,2 BHK,1200,2,42,2,3500
Ramamurthy Nagar,2 Bedroom,1100,2,68,2,6181.82
Ramamurthy Nagar,2 BHK,1185,2,45.5,2,3839.66
Ramamurthy Nagar,2 BHK,1170,2,46.8,2,4000
Ramamurthy Nagar,2 BHK,1150,2,51,2,4434.78
Ramamurthy Nagar,2 BHK,1200,2,48,2,4000
Ramamurthy Nagar,2 Bedroom,600,3,45,2,7500
Ramamurthy Nagar,2 Bedroom,1110,2,65,2,5855.86
Ramamurthy Nagar,2 Bedroom,1200,2,78,2,6500
Ramamurthy Nagar,1 Bedroom,600,1,43,1,7166.67
Ramamurthy Nagar,2 Bedroom,1006,2,57,2,5666
Ramamurthy Nagar,2 Bedroom,1200,2,76,2,6333.33
Ramamurthy Nagar,2 BHK,700,2,33,2,4714.29
Ramamurthy Nagar,2 BHK,1125,2,47,2,4177.78
Ramamurthy Nagar,2 BHK,1000,2,62,2,6200
Ramamurthy Nagar,2 BHK,1334,2,67,2,5022.49
Ramamurthy Nagar,2 BHK,1200,2,46,2,3833.33
Ramamurthy Nagar,2 BHK,1200,2,57.9,2,4825
Ramamurthy Nagar,2 BHK,1360,2,45,2,3308.82
Ramamurthy Nagar,2 BHK,1170,2,44,2,3760.68
Ramamurthy Nagar,4 Bedroom,2200,4,130,4,5909.09
Ramamurthy Nagar,2 BHK,1050,2,51.66,2,4920
Ramamurthy Nagar,4 Bedroom,2916,5,230,4,7887.52
Ramamurthy Nagar,3 Bedroom,2316,3,125,3,5397.24
Ramamurthy Nagar,2 BHK,1101,2,50,2,4541.33
Ramamurthy Nagar,2 BHK,1150,2,40,2,3478.26
Ramamurthy Nagar,2 BHK,1050,2,37.8,2,3600
Ramamurthy Nagar,2 BHK,935,2,39,2,4171.12
Ramamurthy Nagar,2 Bedroom,1200,2,68,2,5666.67
Ramamurthy Nagar,1 Bedroom,540,1,35,1,6481.48
Ramamurthy Nagar,2 BHK,960,2,35,2,3645.83
Rayasandra,3 BHK,1314,2,63,3,4794.52
Rayasandra,2 BHK,1065,2,44.95,2,4220.66
Rayasandra,3 BHK,1708,3,75,3,4391.1
Rayasandra,3 BHK,1199,2,48.5,3,4045.04
Rayasandra,3 BHK,1577,3,67,3,4248.57
Rayasandra,2 BHK,1253,2,57,2,4549.08
Rayasandra,1 BHK,583,1,26.9,1,4614.07
Rayasandra,2 BHK,1198,2,54,2,4507.51
Rayasandra,3 BHK,1555,3,75.17,3,4834.08
Rayasandra,3 BHK,1458,3,60,3,4115.23
Rayasandra,3 BHK,1179,2,55,3,4664.97
Rayasandra,3 BHK,1601,3,70,3,4372.27
Rayasandra,4 BHK,1708,3,76,4,4449.65
Rayasandra,1 BHK,470,1,21,1,4468.09
Rayasandra,5 BHK,3600,5,145,5,4027.78
Rayasandra,3 BHK,1357,2,59,3,4347.83
Sahakara Nagar,3 BHK,1500,2,95,3,6333.33
Sahakara Nagar,2 BHK,1100,2,56,2,5090.91
Sahakara Nagar,2 BHK,1219,2,48,2,3937.65
Sahakara Nagar,3 BHK,1100,2,75,3,6818.18
Sahakara Nagar,3 BHK,1655,3,115,3,6948.64
Sahakara Nagar,2 BHK,1150,2,54,2,4695.65
Sahakara Nagar,2 BHK,1270,2,69.85,2,5500
Sahakara Nagar,2 BHK,960,2,56,2,5833.33
Sahakara Nagar,2 BHK,1048,2,50,2,4770.99
Sahakara Nagar,2 BHK,1160,2,55,2,4741.38
Sahakara Nagar,3 BHK,1200,2,75,3,6250
Sahakara Nagar,4 BHK,2500,4,200,4,8000
Sahakara Nagar,3 BHK,1914,3,179,3,9352.14
Sahakara Nagar,3 BHK,1500,3,125,3,8333.33
Sahakara Nagar,2 BHK,1100,2,55,2,5000
Sahakara Nagar,3 BHK,1914,3,149,3,7784.74
Sahakara Nagar,2 BHK,1000,2,60,2,6000
Sahakara Nagar,2 BHK,1175,2,49,2,4170.21
Sahakara Nagar,3 BHK,1370,2,90,3,6569.34
Sahakara Nagar,2 BHK,1100,2,55,2,5000
Sahakara Nagar,3 BHK,1100,2,75,3,6818.18
Sahakara Nagar,2 BHK,1180,2,72,2,6101.69
Sahakara Nagar,2 BHK,1200,2,60,2,5000
Sahakara Nagar,2 BHK,1032,2,45,2,4360.47
Sahakara Nagar,2 BHK,1200,2,46,2,3833.33
Sahakara Nagar,2 BHK,1270,2,96,2,7559.06
Sahakara Nagar,2 BHK,1201,2,80,2,6661.12
Sahakara Nagar,2 BHK,1200,2,54,2,4500
Sahakara Nagar,2 BHK,1291,2,72.3,2,5600.31
Sanjay nagar,2 BHK,1000,2,70,2,7000
Sanjay nagar,2 BHK,1100,2,98,2,8909.09
Sanjay nagar,2 BHK,1150,2,72.2,2,6278.26
Sanjay nagar,3 BHK,1800,3,180,3,10000
Sanjay nagar,2 BHK,630,1,35,2,5555.56
Sanjay nagar,5 BHK,3300,3,250,5,7575.76
Sanjay nagar,3 BHK,1900,2,180,3,9473.68
Sanjay nagar,2 BHK,1575,2,90,2,5714.29
Sanjay nagar,2 BHK,960,2,55,2,5729.17
Sanjay nagar,2 BHK,1050,2,59,2,5619.05
Sanjay nagar,2 BHK,1150,2,70,2,6086.96
Sanjay nagar,3 BHK,1500,3,150,3,10000
Sanjay nagar,2 BHK,1180,2,80,2,6779.66
Sarakki Nagar,3 BHK,2121,4,253,3,11928.34
Sarakki Nagar,3 BHK,2289,3,260,3,11358.67
Sarakki Nagar,3 BHK,2500,4,325,3,13000
Sarakki Nagar,3 BHK,2145,4,270,3,12587.41
Sarakki Nagar,3 Bedroom,1200,3,128,3,10666.67
Sarakki Nagar,3 BHK,2663,4,338,3,12692.45
Sarakki Nagar,3 BHK,1840,4,175,3,9510.87
Sarjapur,3 Bedroom,2250,3,148,3,6577.78
Sarjapur,3 Bedroom,1600,3,75,3,4687.5
Sarjapur,2 BHK,1242.5,2,43.49,2,3500.2
Sarjapur,2 BHK,913,2,32,2,3504.93
Sarjapur,2 BHK,1128,2,60,2,5319.15
Sarjapur,2 BHK,1185,2,47,2,3966.24
Sarjapur,3 BHK,900,2,42,3,4666.67
Sarjapur,1 BHK,649.5,1,17.535,1,2699.77
Sarjapur,2 BHK,1020,2,35,2,3431.37
Sarjapur,2 BHK,1195,2,42,2,3514.64
Sarjapur,2 BHK,1240,2,44,2,3548.39
Sarjapur,2 BHK,950,2,32.5,2,3421.05
Sarjapur,3 BHK,1285,2,68,3,5291.83
Sarjapur,2 BHK,925,2,25,2,2702.7
Sarjapur,4 Bedroom,3190,3,160,4,5015.67
Sarjapur,2 BHK,1215,2,40,2,3292.18
Sarjapur,3 Bedroom,1200,3,78,3,6500
Sarjapur,2 BHK,1000,2,30,2,3000
Sarjapur,2 BHK,1157,2,40,2,3457.22
Sarjapur,3 Bedroom,2238,3,140,3,6255.59
Sarjapur,3 BHK,2020,3,85,3,4207.92
Sarjapur,4 Bedroom,2885,3,185,4,6412.48
Sarjapur,2 BHK,1240,2,44.3,2,3572.58
Sarjapur,1 BHK,625,1,19,1,3040
Sarjapur,4 Bedroom,2585.5,4,139.5,4,5395.47
Sarjapur,2 BHK,940,2,25.38,2,2700
Sarjapur,4 Bedroom,2100,3,125,4,5952.38
Sarjapur,2 BHK,913,2,36,2,3943.04
Sarjapur,3 BHK,1404,2,53.35,3,3799.86
Sarjapur,3 Bedroom,1830,3,88,3,4808.74
